東雲繪名,──瑞希妳……
東雲繪名,果然有什麼煩惱吧？ 
而且還是非常重大的煩惱。
曉山瑞希,啊……
曉山瑞希,（她還不知道……）
曉山瑞希,──啊哈哈，就說我沒什麼煩惱啦！ 
只是最近身體不舒服，心情才跟著變低落！
東雲繪名,妳每次都像這樣立刻敷衍過去， 
超明顯的好嗎？
曉山瑞希,啊～硬要說就是最近比較常熬夜， 
皮膚常常出狀況吧？ 
這樣下去皮膚就要變得跟繪名一樣粗糙了～
東雲繪名,──瑞希，我是認真在跟妳說話。
曉山瑞希,……討厭啦～繪名，妳是怎麼啦？ 
怎麼今天特別嚴肅。
東雲繪名,說真的，自從我們一起去完神秘探險之後， 
我就一直很希望妳能說出來。
曉山瑞希,……就跟妳說我沒事啊。 
而且就算有煩惱也跟妳無關──
東雲繪名,哪裡無關！
曉山瑞希,……！
東雲繪名,我不喜歡看到瑞希妳愁眉苦臉的。 
每次見到妳露出那種表情， 
我就會心煩意亂……
東雲繪名,話說瑞希自己也一樣吧？
曉山瑞希,嗯？
東雲繪名,奏或真冬看起來很難受的時候， 
妳也會想幫助她們吧？
曉山瑞希,這……
東雲繪名,兩者是一樣的！
東雲繪名,看到朋友有煩惱，想要幫忙是理所當然的吧？
曉山瑞希,朋友…………
曉山瑞希,（繪名她──是真心的。）
曉山瑞希,（她是真心把我當成朋友。）
曉山瑞希,（怎麼辦，我好開心……）
曉山瑞希,（如果是繪名，說不定──）
曉山瑞希,（如果是繪名，就算我坦誠相告， 
她對我的態度應該不會有任何改變……？）
曉山瑞希,（在她心中，我永遠都是我……）
東雲繪名,………………昨天妳回去之後， 
我一個人去了「世界」。
東雲繪名,那時候MEIKO跟我說了一句話。
曉山瑞希,MEIKO她……說了什麼？
東雲繪名,「有時候說出來也會導致不好的結果。」
東雲繪名,…………
東雲繪名,如果妳是因為這麼想才開不了口， 
那就不用說了。
曉山瑞希,嗯？
東雲繪名,所以說──我的意思是， 
如果講出來妳會覺得有負擔， 
那就沒有必要硬講也沒關係。
曉山瑞希,……！
東雲繪名,但這不代表我已經放棄了！
東雲繪名,我還是不喜歡看到妳愁眉苦臉的樣子， 
也一樣想要幫助妳，所以……
東雲繪名,將來有一天── 
假如妳覺得可以說了，再告訴我吧。 
我會等到那時候的。
曉山瑞希,將來有一天……
曉山瑞希,……那是什麼意思？
東雲繪名,啊？不就是字面上的意思嗎？ 
就是我會一直等到妳覺得可以說了為止。
曉山瑞希,一直…………
曉山瑞希,…………
東雲繪名,瑞希？
曉山瑞希,……我或許會一直說不出口喔？
東雲繪名,那我就一直陪著妳，直到妳願意說就好啦。 
我話先說在前面，妳想疏遠我也是沒用的。
曉山瑞希,一直…………陪著我……
曉山瑞希,……啊哈哈，繪名妳真傻， 
我們怎麼可能一直在一起……
曉山瑞希,啊……
曉山瑞希,（原來……她是認真的……）
曉山瑞希,（……我好想回應她。）
曉山瑞希,（繪名這麼真心誠意地為我著想， 
我也想好好回應她。）
曉山瑞希,（我想相信她，把一切都告訴她。）
曉山瑞希,（如果是繪名，她一定──）
？？？,──真奇怪。
曉山瑞希,……………………
東雲繪名,……瑞希？
曉山瑞希,──謝謝妳，繪名。
曉山瑞希,多虧了妳，我覺得輕鬆一點了。
曉山瑞希,我在煩惱的事情……目前還不能告訴妳。 
但假如將來有天可以說出口了，希望妳能聽我說。
曉山瑞希,……即使是這樣，也沒關係嗎？
東雲繪名,……嗯，我明白了。
東雲繪名,雖然其實我超～級沒有耐心， 
不過我就特別破例等妳吧。
東雲繪名,所以── 
將來有一天，妳一定要告訴我喔。
曉山瑞希,……嗯。
東雲繪名,好吧，那先放過妳。
東雲繪名,啊，糟糕！ 
要開始上課了！
曉山瑞希,咦，真的嗎？ 
是說原來夜間部是現在開始上課喔？ 
我都不知道～！
東雲繪名,慘了，再不趕快進教室就要遲到了……！
曉山瑞希,咦？繪名妳身為慣犯， 
遲到一次沒什麼大不了的吧？
東雲繪名,我才不是慣犯！ 
現在不是說這種話的時候！ 
我把書包放到哪裡去了，我找找……
曉山瑞希,啊哈哈！快點快點～♪
曉山瑞希,（……我在撒謊。）
曉山瑞希,（我剛剛撒了謊。）
曉山瑞希,（因為我心裡不禁覺得如果不說── 
說不定就能一直在一起。）
曉山瑞希,（……不對，一定不可能一直在一起， 
不過，就算只有一天，甚至一秒， 
我想再多擁有一點現在的時光。）
曉山瑞希,（我想跟繪名……還有25的大家， 
盡可能維持現狀下去，所以……）
曉山瑞希,（…………）
曉山瑞希,（我真的……好卑鄙……）
曉山瑞希,（哈哈。 
繪名一定也會大發雷霆說我太卑鄙了吧。）
曉山瑞希,（她……會生氣嗎…………？）
曉山瑞希,（……唉。）
曉山瑞希,（要是能有個人代替我， 
把所有事情都講出來好了。）
東雲繪名,那我先去上課了──啊，瑞希！
曉山瑞希,嗯？怎麼了？
東雲繪名,晚上見！
曉山瑞希,……嗯！ 
Nightcord見！
曉山瑞希,──繪名，對不起。
