朝比奈真冬,………… 
……因此得證X=Y。
朝比奈真冬,今天的作業終於全部寫完了。
朝比奈真冬,……馬上就要25點了嗎？ 
該進Nightcord了。
朝比奈真冬,「大家在嗎？」
朝比奈真冬,…………沒有回應。 
大家似乎沒上線。
朝比奈真冬,……啊，這麼說來， 
之前好像約好今天要去「世界」集合。
朝比奈真冬,我記得奏好像說過 
想當面討論新歌的MV和歌詞。
朝比奈真冬,（………… 
奏那時候的曲子……）
朝比奈真冬,我也不太會描述……
朝比奈真冬,但我覺得，很不錯。
宵崎奏,咦……
曉山瑞希,真冬，笑了……！？
朝比奈真冬,大家為什麼這麼驚訝？
東雲繪名,咦？妳自己沒發現嗎？
曉山瑞希,真冬，妳剛才笑了啊！ 
就在聽了奏的曲子之後！
朝比奈真冬,我笑了……？
朝比奈真冬,（那首曲子……）
朝比奈真冬,（我一開始認為跟往常沒什麼不同， 
就只是莫名覺得內心深處有股說不清的情緒。）
朝比奈真冬,（但是， 
跟往常稍微有點不同的地方在於……）
朝比奈真冬,但我覺得──有點溫暖。
朝比奈真冬,…………
朝比奈真冬,為什麼我會有那種感覺呢？
朝比奈真冬,為什麼就只有那首曲子 
會讓我感覺到溫暖呢？
朝比奈真冬,為什麼──我那時候會笑呢？
朝比奈真冬,……………… 
頭好痛……
初音未來,……啊，瑞希來了。
宵崎奏,嗯，這樣就只剩真冬了。
巡音流歌,呵呵，雖然我很喜歡這個「世界」的寂靜感， 
但是像這樣大家聚在一起也很不錯呢。
曉山瑞希,抱歉～妳們等很久了嗎？
東雲繪名,我們等好久了！怎麼這麼慢！ 
是在做什麼啊？
曉山瑞希,哎呀～抱歉抱歉，太專心工作了。 
我剛剛發現了超～級可愛的MV用素材……
曉山瑞希,奇怪？ 
真冬還沒來嗎？
宵崎奏,她應該馬上就會來了。 
她剛剛聯絡我說她寫完學校的作業了。
曉山瑞希,這樣啊，那就稍微等她一下吧！ 
怎麼辦？等她的這段時間要不要來玩接龍？
東雲繪名,誰要玩啊，又不是小孩子。
曉山瑞希,咦～！ 
又不會怎樣，真冷淡耶～
朝比奈真冬,……久等了。
曉山瑞希,啊，真冬，歡迎妳來！
朝比奈真冬,抱歉，我來晚了。
宵崎奏,別這麼說。 
謝謝妳這麼忙，還願意過來。
鏡音鈴,……今天要做什麼？ 
妳之前說要討論事情。
宵崎奏,前一陣子我不是作了新的曲子嗎？ 
我想讓那首曲子更能打動人心。
宵崎奏,所以我覺得在請妳們創作歌詞和MV前， 
先把曲子的創作理念直接告訴妳們比較好， 
就召集大家過來了。
初音未來,……更能打動人心……
東雲繪名,如果是這樣， 
我也必須打起比平常更多的精神來畫才行！
曉山瑞希,是啊。 
而且我非常能理解 
奏這次這麼講究的心情。
曉山瑞希,因為之前奏作的曲子真的很棒！ 
簡直是K的全新境界！
曉山瑞希,而且我也沒想到 
竟然能看到真冬露出那種笑容。
東雲繪名,……的確， 
那對我來說也有點意外。
曉山瑞希,對吧～？ 
所以我很期待看到 
真冬會寫出什麼樣的歌詞！
曉山瑞希,妳覺得呢，真冬？
朝比奈真冬,………………
曉山瑞希,……？ 
真冬，妳怎麼了？
朝比奈真冬,……沒什麼。
