日野森雫,哈啾！！ 
下雨讓身體越來越冷了……
日野森雫,小繪跟小莉也是，再這樣下去會感冒的， 
而且我也很擔心小希……
日野森雫,不，我不能這麼軟弱……！ 
得在雨變得更大之前救她們兩個上來才行……！ 
快想想我能做什麼──
？？？,「哎呀？現在這狀況， 
是不是非常危急呀？」
日野森雫,咦？這個聲音，該不會是……
巡音流歌,「小雫，現在的狀況好像不太妙呢……！」
日野森雫,小流歌……！
日野森雫,對、對啊！ 
小莉她們不小心滑到斜坡下……！
日野森雫,現在小希已經去找人幫忙了，但我什麼都做不了…… 
而且現在還下雨，我想快點幫她們脫困……
巡音流歌,「沒事的，小雫。 
我們一起想想怎麼幫小莉她們吧。」
日野森雫,小流歌……謝謝妳……！
巡音流歌,「妳剛才說她們滑下去，那她們現在還能動嗎？」
日野森雫,她們是說自己沒事…… 
但膝蓋好像磨破皮了，我很擔心。
巡音流歌,「這樣啊……得快點把人救上來呢。」
日野森雫,嗯，我本來是想拉她們上來， 
但是從這裡伸手根本搆不到她們， 
要是能有個繩子之類的東西……
巡音流歌,「有沒有什麼東西能當繩子用？」
日野森雫,我想想，背包裡有野餐墊跟毛巾， 
還有替換的衣服……
日野森雫,不過，這些東西都不夠長， 
沒辦法拿來當繩子用呢……
日野森雫,……啊，我想到了。 
既然不夠長，那就把這些全部綁在一起……！
巡音流歌,「這個點子不錯呢。 
妳知道該怎麼綁嗎？」
日野森雫,嗯，我說過以前我拍過教育節目的外景對吧？ 
那時有學過怎麼綁。 
但是有點難……不曉得我行不行……
巡音流歌,「別擔心， 
我相信小雫一定沒問題的！」
日野森雫,……謝謝妳，小流歌！ 
我試試看！
桃井愛莉,……雨越來越大了。 
坡面這麼陡又濕答答的，想要爬上去似乎不容易呢……
東雲繪名,怎麼辦，再這樣下去天就要黑了……！ 
如果一直爬不上去，那我們……
桃井愛莉,在這邊自己嚇自己也沒用。 
我們還是來想想現在能做些什麼吧！
東雲繪名,就算妳這麼說，沒辦法就是沒辦法啊！ 
所有能試的方法都試過了不是嗎！
東雲繪名,啊……
東雲繪名,抱歉，愛莉。 
明明是我自己失足，害妳受到牽連的……
桃井愛莉,……妳是在那邊有禮貌什麼啦！ 
別管那些，快回想起畫畫的事！
東雲繪名,咦？畫畫的事……？
桃井愛莉,國中時就算被妳爸爸潑了一堆冷水， 
妳也不曾放棄畫畫不是嗎！
桃井愛莉,就算沒考上有美術科的高中、沒獲得別人的認同， 
妳還不是沒放棄，一直畫到了今天！
桃井愛莉,就算總是遇上讓自己痛苦的事，也絕對不放棄！ 
這才是妳不是嗎！
東雲繪名,愛莉……
桃井愛莉,好了，給我振作起來！ 
我們相信瑞希，繼續等下去吧！
曉山瑞希,沒事的！ 
我會馬上找人來幫忙的，不用擔心！
東雲繪名,……要相信，是嗎？ 
說得對，瑞希她一定會──
曉山瑞希,妳們兩個～！！
東雲繪名,這個聲音，是瑞希……？
曉山瑞希,久等了！！ 
我找到人來幫忙了！！
日野森雫,小希！
巡音流歌,「太好了，好像能讓她們脫困了呢♪」
日野森雫,是呀……！ 
啊，對了，得把小流歌藏起來才行……
巡音流歌,「那樣確實比較好呢。 
不過，在小莉她們獲救以前， 
我也會一直陪著小雫的，不用擔心。」
日野森雫,嗯，謝謝妳，小流歌！
