朝比奈真冬,奏，給妳。 
這是上次說的CD。
宵崎奏,真冬，謝謝妳。
朝比奈真冬,沒什麼，是人家託我轉交而已。
宵崎奏,但是多虧真冬跟對方提到我的事， 
我才能聽到這張CD。
宵崎奏,所以，謝謝妳。
朝比奈真冬,…………嗯。
初音未來,奏、真冬，妳們來了。
宵崎奏,嗯，我跟真冬借了CD。
初音未來,……CD？
宵崎奏,是虛擬歌手歌曲創作者出的CD。 
真冬的學妹把它借給了我。
宵崎奏,我本來還以為沒機會聽到了， 
所以覺得好高興！
初音未來,這樣啊…… 
奏，太好了。
宵崎奏,嗯……
朝比奈真冬,…………
初音未來,真冬？
宵崎奏,咦，怎麼了嗎？
朝比奈真冬,沒什麼。
朝比奈真冬,……只是，我看著奏就有點……
宵崎奏,有點怎樣？
朝比奈真冬,……感覺胸口暖暖的。
宵崎奏,咦……
初音未來,那個，奏， 
我也想聽那張CD。
宵崎奏,嗯，沒問題。 
那我下次存進隨身聽再帶過來。
宵崎奏,真冬，也謝謝妳。 
等我聽完以後馬上就還妳──奇怪？
朝比奈真冬,……怎麼了嗎？
宵崎奏,裝CD的袋子裡有活頁紙。 
真冬，這是妳的嗎？
朝比奈真冬,……不，不是。
宵崎奏,所以是借出CD的那個人的嗎？ 
那還CD時要一起還她才行。
朝比奈真冬,沒錯。
朝比奈真冬,──啊，那個……
宵崎奏,怎麼了嗎？
朝比奈真冬,上面寫的是歌詞吧？
初音未來,歌詞？
宵崎奏,啊……真的耶。 
這個人是不是也在創作歌曲呢？
朝比奈真冬,……她說過最近開始在創作， 
因為她跟夥伴打算成為職業樂團。
宵崎奏,職業樂團…… 
真厲害。
朝比奈真冬,她還提倒她也正在學習作曲， 
所以似乎對妳也很有興趣。
宵崎奏,咦，我嗎？
朝比奈真冬,嗯，她有問到妳在創作怎樣的歌曲， 
所以我把影片的網址告訴她了。
宵崎奏,這樣啊……
宵崎奏,那個人會用怎樣的心情聽我的歌…… 
我也有點感興趣呢。
朝比奈真冬,…………
初音未來,這個人…… 
雖然我不清楚她是什麼樣的人， 
但她非常認真在創作音樂呢。
宵崎奏,嗯，可以看出反覆塗改的痕跡。 
感覺是經過左思右想後寫下來的。
宵崎奏,畢竟看起來還很粗糙， 
我想她或許還沒抓到曲子的意境。
宵崎奏,……可是……
宵崎奏,看起來非常真誠呢。
朝比奈真冬,…………
宵崎奏,雖然跟真冬寫的類型不同， 
但每字每句都感覺強而有力。
宵崎奏,……我覺得這首詞寫得很棒。
朝比奈真冬,……說得也是。
初音未來,……真冬也這麼覺得？
朝比奈真冬,……有一點。 
因為我寫不出這種歌詞。
朝比奈真冬,而且沒想到她寫的是這種歌詞。
朝比奈真冬,……所以，稍微有點感興趣。
宵崎奏,……這樣啊。
朝比奈真冬,嗯。
朝比奈真冬,…………
朝比奈真冬,（……真誠啊。）
朝比奈真冬,（想必星乃同學有她想傳達的意念吧。）
朝比奈真冬,（跟我不一樣──）
