天馬司,哇啊啊啊啊！
舞獅機器人,嘎哺哺哺哺哺哺！！！
鳳笑夢,好厲害好厲害！ 
原來舞獅機器人跑起來很快耶！ 
我也想要一起賽跑～！！
初音未來,什麼！要賽跑的話未來也要參加～！
神代類,原來如此……
神代類,因為部分從寧寧機器人套用過來的系統被撞擊到， 
導致它將司視為敵人了啊……
神代類,這我沒料到！！ 
得馬上來蒐集資料才行！！
MEIKO,大家看起來真開心！ 
我也想加入♪
草薙寧寧,……要是你們鬧得太誇張，灰塵會滿天飛， 
在我分完年糕前先安靜一下。
天馬司,你們幾個啊啊啊！ 
別管那些了快來救我────！！！
鏡音連,怎、怎麼辦？KAITO！ 
再這樣下去司他會……！
KAITO,是啊，得想辦法救他才行……！ 
要是能讓那台舞獅機器人停下來就好了……
初音未來,停下來……？啊，對了！ 
欸欸，這個怎麼樣～？
MEIKO,這是……妳帶過來的大網子？
初音未來,嗯☆ 
是未來在準備辦運動會表演時找到的～！
KAITO,喔，原來如此， 
妳是想用這個來抓舞獅機器人吧。
初音未來,沒錯沒錯☆ 
未來覺得我們一定辦得到。
鏡音連,那我去拜託小夢他們來幫忙！
鏡音連,……所以我們想用大型網子， 
阻止失控的舞獅機器人！
神代類,這真是個好主意。 
雖然我其實還想再蒐集多一點資料……
草薙寧寧,……但要是再不幫忙的話， 
感覺那傢伙的體力也快撐不下去了。
鳳笑夢,我當然也會幫忙哦！
鏡音連,謝謝大家！！ 
有關捕捉作戰，首先KAITO和未來會給信號──
鏡音連,那麼大家，就麻煩你們照剛剛說的做了！
鳳笑夢,了解！
KAITO,未來、連、MEIKO，你們準備好了嗎？
初音未來,嗯！OK哦！
鏡音連,我也是隨時都可以！
MEIKO,我也準備好了！ 
越來越興奮了呢！
KAITO,好。那就開始進行捕捉舞獅機器人作戰吧！
鏡音連、MEIKO,「好～！！」
草薙寧寧,……啊，未來他們把網子攤開了。 
笑夢，接下來麻煩妳。
鳳笑夢,好～！ 
我只要把舞獅機器人 
帶到網子那邊就可以了對吧☆
鳳笑夢,我會努力的～！
鳳笑夢,舞獅機器人～這邊這邊～！
舞獅機器人,嘎哺？
天馬司,什麼，笑夢妳！？
鳳笑夢,和我玩鬼抓人吧～！
舞獅機器人,嘎哺嘎哺嘎哺！！！
鳳笑夢,哈哈哈，好快好快！ 
不過我也不會輸哦～！嘿～！
神代類,嗯。一切都照計畫順利進行中呢。
KAITO,不過，為什麼舞獅機器人會去追笑夢呢？ 
明明剛才還在追司。
神代類,原本所謂的舞獅， 
就是在放晴的日子裡招來幸福、驅除厄運的活動。 
所以──
神代類,我想應該是因為有些地方和笑夢很像吧。
KAITO,咦？
草薙寧寧,咦？你是指…… 
像在寵物公園打成一片的狗狗們一樣？
神代類,就是這樣。 
好了寧寧，妳做好下個準備了嗎？
草薙寧寧,雖然我完全沒辦法理解……不過就這樣吧。 
無人機隨時都可以運作。
MEIKO,這邊的準備也OK了！
草薙寧寧,那就把網子拉起來吧。
天馬司,那是……類的無人機？ 
還拉起了一個很大的網子……
鏡音連,小夢！最後就麻煩妳了！
鳳笑夢,了解～！！ 
要跑到網子那邊去囉～☆
舞獅機器人,嘎哺嘎哺嘎哺嘎哺嘎哺！！
鳳笑夢,……抱歉，舞獅機器人！ 
鬼抓人結束了！
舞獅機器人,……嘎哺？
初音未來,好～小寧寧，就是現在～～～～！
草薙寧寧,把網子從舞獅機器人的頭上丟下去……！
舞獅機器人,嘎哺嘎哺！？！？
MEIKO,成功了！ 
連，你壓著網子的邊邊，不要讓它跑掉！
鏡音連,我知道了！
天馬司,哦，舞獅機器人進到網子裡了！
舞獅機器人,嘎哺嘎哺嘎哺！！！
神代類,很好，最後一步了。 
寧寧，麻煩妳。
草薙寧寧,知道了。
神代類,好，就這樣把網子和舞獅機器人一起拉上來──
舞獅機器人,嘎哺！嘎哺嘎哺嘎哺！！
鳳笑夢,哇，好厲害好厲害！類的無人機好有力耶～！ 
舞獅機器人被網起來吊在半空中了～！
MEIKO,感覺就像豐收一樣呢～！
舞獅機器人,嘎哺～！！！
神代類,抱歉，我要關掉電源了喔。
舞獅機器人,嘎哺！？嘎、哺、嘎……
鏡音連,司，幸好你沒事！
天馬司,嗯，連，謝謝你來救我。
初音未來,司也是，一直玩鬼抓人很累吧☆ 
你跑了很～久呢～！！
神代類,呵呵，我也藉此蒐集到了好資料， 
回家以後得好好分析才行。
天馬司,喂，你們應該要多慰問我一下吧！ 
再說類，我是因為你做的機器人才──
草薙寧寧,好好好，辛苦了辛苦了。 
這種事不是很常發生嗎？ 
好了，回去搗年糕大會吧。
鳳笑夢,大家，回去吧～！ 
我帶了醬油、黃豆粉還有抹茶來， 
我們來做很多種口味的年糕吧☆
鏡音連,小夢小夢！ 
下次可以換我搗年糕嗎？
鳳笑夢,嗯！那我教你怎麼搗～！
天馬司,…………
天馬司,……不覺得他們對我的態度 
越來越隨便了嗎？
KAITO,司，你從新年一開始就很不容易耶， 
真的辛苦了。
天馬司,一點都沒錯…… 
沒想到新年一開始就遇到這種事……
KAITO,是啊，但……
KAITO,就是因為這樣，才不會無聊吧？
天馬司,──還行啦！
天馬司,畢竟無聊可不適合明日之星！
KAITO,呵呵，這才像你。
KAITO,好了，我們也去搗年糕大會吧。
天馬司,嗯，好啊！ 
我要搗出最Q彈的年糕， 
讓大家看看我的明星光環！！
